id,ism,familiya,otasining_ismi,tugilgan_sana,jins,email,telefon,shahar,manzil,passport_seriya,jshshir,millat,oilaviy_holat,ish_joyi,lavozim,ta'lim_darajasi,daromad,foydalanuvchi_turi,ro'yxatdan_o'tgan_sana
2550,Jahongir,Mamadaliyev,Zulfiya,1960-09-07,,avgust_2022@rambler.ru,8 215 974 63 13,Toshkent,"ул. Ломоносова, д. 6",AE6717169,13615030089243,Qirg'iz,Uylanmagan,O‘zbekiston Temir Yo‘llari,Marketolog,O‘rta maxsus,6572839.0,oddiy,2023-05-13
2551,Shahnoza,Saidova,Madina,1957-08-29,Ayol,,+7 765 016 53 44,Samarqand,"ш. Микрорайон, д. 730",AF3713029,98278136016711,Rus,Ajrashgan,Beeline,Marketolog,Magistr,3302277.0,premium,2025-05-07
2552,Oybek,Yusupov,Nilufar,1984-02-01,Erkak,fomichevegor@gmail.com,+7 470 157 0370,Jizzax,"бул. Мелиораторов, д. 8/5 стр. 61",AE4588664,,,Uylanmagan,Artel,Dasturchi,Bakalavr,11743849.0,,2022-11-11
2553,Malika,Ergasheva,Behruz,1961-11-28,Ayol,dsuvorov@krasilnikov.ru,+7 798 397 9319,Xiva,"ш. Кузнецова, д. 4 к. 7",AE9397505,53977598823406,Qirg'iz,Ajrashgan,EPAM,Marketolog,Bakalavr,25706161.0,admin,2022-02-24
2554,Baxtiyor,Saidov,Behruz,1972-06-28,Erkak,jurigavrilov@yahoo.com,+7 (100) 859-29-09,Buxoro,"ш. Некрасова, д. 1",,45691660622942,Tojik,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Dasturchi,Oliy,2331750.0,oddiy,2025-06-27
2555,Behruz,Xudoyberdiyev,Islom,1964-06-26,Erkak,tverdislavaleksandrov@hotmail.com,+7 182 743 7236,Farg‘ona,"наб. Прудовая, д. 275 стр. 3",AB6412092,13562789623363,Qozoq,Turmush qurgan,UZTELECOM,Muhandis,O‘rta maxsus,12009810.0,admin,2020-07-18
2556,Jasur,Yusupov,Zulfiya,1999-01-06,Erkak,larionovaoksana@ao.org,+7 (153) 536-21-44,Samarqand,"алл. Октября, д. 52 к. 5/7",AA6844901,24511529492797,Qirg'iz,Turmush qurgan,EPAM,Operator,O‘rta maxsus,11291330.0,premium,2022-02-08
2557,Baxtiyor,Mamadaliyev,Rayhona,1967-04-16,,petuhovnatan@mail.ru,8 945 320 1908,Farg‘ona,"ул. Некрасова, д. 287 к. 4",AD8646305,98339819814624,Turkman,Turmush qurgan,NBU,Dasturchi,,28483919.0,premium,2024-12-15
2558,Oybek,Turaev,Shahnoza,1959-03-17,Erkak,novikovpankrati@ugs.net,+7 (991) 693-4328,Termiz,"алл. Иванова, д. 93 к. 1",,88969229857439,Rus,Ajrashgan,Agrobank,Direktor,Oliy,,premium,2021-11-21
2559,,Xudoyberdiyev,Gulbahor,1990-07-07,Erkak,ivanna_1983@gmail.com,87940831598,Namangan,"ул. Мостовая, д. 742",AC8884909,88387543045041,O'zbek,Uylanmagan,UZTELECOM,Marketolog,Oliy,14817483.0,premium,2023-08-30
2560,Gulbahor,Mamadaliyeva,Zafar,1959-10-07,Ayol,isidor_56@rambler.ru,8 123 815 6443,Navoiy,"наб. Ярославская, д. 8/3 к. 36",AB7424807,68406338599041,Qirg'iz,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Muhandis,O‘rta maxsus,13790182.0,,2024-11-24
2561,Aziz,Aliyev,Islom,,Erkak,romankorolev@rambler.ru,+7 (457) 227-55-42,Andijon,"ш. Докучаева, д. 9 стр. 8",AB5981372,18012980795165,O'zbek,Uylanmagan,IT Park,O‘qituvchi,Bakalavr,11873776.0,premium,2025-02-27
2562,Gulbahor,Mamadaliyeva,Dilmurod,1957-07-17,Ayol,sidorovpotap@ip.biz,+7 (398) 443-5988,Toshkent,"пр. Угольный, д. 3/6 стр. 4/9",AC4364272,41146150547023,Tojik,Ajrashgan,,Operator,Magistr,25503295.0,admin,2021-03-11
2563,Zulfiya,Xudoyberdiyeva,Zulfiya,1973-11-04,Ayol,iosif_1983@ip.ru,+7 269 649 91 02,Namangan,"наб. Черемуховая, д. 140 к. 151",AB4397840,29169956466528,Turkman,Uylanmagan,Yandex,Muhandis,Bakalavr,27192967.0,admin,2025-05-23
2564,Dilmurod,Saidov,Dilmurod,1992-06-24,Erkak,,+7 (753) 690-7807,Toshkent,"бул. Ивановский, д. 9 к. 4/1",AD4886973,20192296819555,Turkman,Uylanmagan,NBU,Operator,Magistr,19177116.0,admin,2024-04-19
2565,Aziz,Raximov,Islom,1978-01-30,Erkak,avdeevpankrat@ao.info,+77704409383,Namangan,"наб. Шаумяна, д. 3 к. 87",AA8211572,39259036290324,Rus,Turmush qurgan,EPAM,Menejer,Magistr,24901156.0,oddiy,2020-12-06
2566,Ziyoda,Xudoyberdiyeva,Malika,1958-03-27,Ayol,teterinsamson@oao.com,+7 (160) 528-9372,Termiz,"пер. Фурманова, д. 9/2 стр. 9",AA6205837,52282004498905,Tojik,Ajrashgan,EPAM,Hisobchi,O‘rta maxsus,12812566.0,oddiy,2024-02-11
2567,Shahnoza,Xudoyberdiyeva,Behruz,1955-08-30,Ayol,frol_1982@avtorus.info,+7 (318) 254-12-64,Termiz,"пер. Привокзальный, д. 1/4 стр. 3",AF6257613,90122565745259,O'zbek,Uylanmagan,Beeline,Marketolog,,15327426.0,admin,2020-06-17
2568,Zulfiya,Ergasheva,Jahongir,1960-02-02,Ayol,bazhen2002@rambler.ru,88838305704,Samarqand,"наб. Радужная, д. 8/6",AD1457865,77458404590871,Qozoq,Ajrashgan,Artel,Operator,Magistr,4667883.0,premium,2022-07-07
2569,Zafar,Aliyev,Behruz,1998-07-16,Erkak,kostinnikanor@rambler.ru,82955341703,Namangan,"пер. Крестьянский, д. 8",AB2335184,88937376512365,Turkman,Uylanmagan,Beeline,O‘qituvchi,Bakalavr,16595447.0,oddiy,
2570,Zafar,Mamadaliyev,Aziz,1992-09-06,Erkak,gpanov@rao.org,81514756856,Toshkent,,AA5661581,58345201738123,Qozoq,Uylanmagan,IT Park,,O‘rta maxsus,24718189.0,oddiy,2021-09-30
2571,Oybek,Yusupov,Malika,1957-01-03,Erkak,lbelousov@npo.info,+70488818110,Navoiy,"ул. Лунная, д. 1 к. 6/6",AA7405514,88266577645265,Tojik,Turmush qurgan,IT Park,Dasturchi,Magistr,17946062.0,oddiy,2021-05-26
2572,Rayhona,Raximova,Dilmurod,2000-08-17,Ayol,beljaevpetr@hotmail.com,8 (097) 042-19-74,Farg‘ona,"бул. Гоголя, д. 440 к. 37",AE9232017,42587543976724,,Uylanmagan,Ucell,Dasturchi,Bakalavr,22580075.0,admin,2025-05-18
2573,Rayhona,Karimova,Zulfiya,1959-05-06,Ayol,lazarevaalla@kostin.net,+7 756 226 78 82,Navoiy,"бул. Спартака, д. 3",AE8103684,,Qirg'iz,Ajrashgan,IT Park,Direktor,O‘rta maxsus,23679350.0,premium,2020-03-07
2574,Zafar,Raximov,Behruz,1983-09-15,Erkak,mstislav_48@mail.ru,+7 (345) 100-33-48,Andijon,"наб. Целинная, д. 9 к. 900",AB4369216,49295197803346,Qozoq,Turmush qurgan,UZTELECOM,Muhandis,O‘rta maxsus,23839388.0,premium,2021-08-11
2575,Zafar,Karimov,Dilnoza,2005-05-20,Erkak,ljubim_2015@yandex.ru,8 962 308 8212,Toshkent,"ул. Свердлова, д. 6 к. 6/5",,75926832778414,Qozoq,Turmush qurgan,Ucell,Muhandis,,25649100.0,premium,2021-10-20
2576,Behruz,Xudoyberdiyev,Islom,,Erkak,guljaevmina@hotmail.com,8 956 700 4801,Namangan,"пр. Профсоюзный, д. 9/3",AF2886336,23338483385390,O'zbek,Uylanmagan,Yandex,Marketolog,Oliy,12694879.0,premium,2020-04-28
2577,Nilufar,Aliyeva,Jahongir,1958-01-10,Ayol,savva2020@gmail.com,+7 831 649 6661,Termiz,"ш. Некрасова, д. 88 стр. 20",AE8941322,39598400522029,Tojik,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Marketolog,Magistr,28245385.0,premium,2022-10-13
2578,Dilnoza,Nazarova,Malika,2003-02-19,Ayol,gavrilovaanastasija@mail.ru,+7 647 888 21 89,Jizzax,"наб. Звездная, д. 4 стр. 4",AE6017805,96407968347133,Qirg'iz,Ajrashgan,EPAM,O‘qituvchi,Magistr,5481180.0,oddiy,2020-02-08
2579,Sherzod,Ergashev,Nilufar,1970-09-16,Erkak,efimovevdokim@hotmail.com,+7 509 347 2525,Andijon,,AC1401537,38161027682758,Qozoq,Turmush qurgan,EPAM,Hisobchi,Bakalavr,11156449.0,premium,2025-08-31
2580,Oybek,Raximov,Malika,1957-03-03,Erkak,prohor45@hotmail.com,8 222 106 78 31,Namangan,"алл. Горняцкая, д. 1 к. 545",,36503086046764,Turkman,Turmush qurgan,NBU,Direktor,O‘rta maxsus,13109870.0,premium,2021-02-22
2581,Aziz,Karimov,Madina,2006-12-01,Erkak,orehovvarfolome@ooo.info,8 645 746 7556,,"алл. Макаренко, д. 98",AB9997872,27320085789093,Rus,Turmush qurgan,Artel,Hisobchi,O‘rta maxsus,15596645.0,oddiy,
2582,Behruz,Ergashev,Jahongir,1957-02-03,,,+7 188 607 8569,Samarqand,"бул. Высокий, д. 632",AB5823491,41444281116725,Qozoq,Ajrashgan,Yandex,Operator,Magistr,23018971.0,premium,2023-12-23
2583,Behruz,Karimov,Islom,1956-07-18,Erkak,emmanuilsilin@oao.edu,8 238 523 9577,Samarqand,"алл. 8-е Марта, д. 5 стр. 57",AC4627483,83899231468888,Turkman,Uylanmagan,Yandex,Muhandis,Magistr,,admin,2020-10-18
2584,Zafar,Nazarov,Shahnoza,1979-03-16,Erkak,parfen_77@kompanija.ru,+7 408 861 6081,Andijon,"пр. Новгородский, д. 6",AB5245604,98085123902407,Rus,Ajrashgan,Artel,Operator,,27855626.0,admin,2023-03-03
2585,Zulfiya,Raximova,Baxtiyor,1976-02-13,Ayol,rmihalova@mail.ru,+7 (658) 686-35-95,Namangan,"пр. Победы, д. 1 к. 381",AC5204313,83992441353023,Qirg'iz,Ajrashgan,UZTELECOM,Operator,O‘rta maxsus,7075332.0,oddiy,2024-01-21
2586,Jasur,Turaev,Dilmurod,2002-03-24,Erkak,zosima_2018@yamal.net,8 (950) 581-52-58,Namangan,"алл. Кедровая, д. 4/6",AF1320508,52746100741178,Qirg'iz,Ajrashgan,EPAM,Muhandis,Oliy,7444865.0,admin,2023-01-19
2587,Baxtiyor,Saidov,Jahongir,1978-08-08,Erkak,foma60@ooo.org,+78944190582,Buxoro,"бул. Кооперативный, д. 4/2 к. 4/4",AB9000084,39322196512423,Turkman,Uylanmagan,IT Park,Menejer,,27763978.0,admin,2022-05-27
2588,Jahongir,Saidov,Jahongir,1993-08-17,Erkak,sobolevermola@yahoo.com,8 370 849 7086,Xiva,"ш. Кутузова, д. 2/6 стр. 730",AD3466980,42000075321799,Qozoq,Turmush qurgan,Beeline,Direktor,Oliy,4009257.0,premium,2024-08-12
2589,Malika,Turaeva,Madina,1961-08-24,Ayol,igor_69@sitibank.com,81950797182,Farg‘ona,"алл. Воровского, д. 5",AE9258482,76437556722002,Turkman,Turmush qurgan,Beeline,Hisobchi,Oliy,23989976.0,oddiy,2022-02-14
2590,Jahongir,Aliyev,Malika,1982-02-11,Erkak,moke_2019@rao.edu,8 (528) 049-6145,Toshkent,"наб. Логовая, д. 462 к. 5",AE4970758,86235022214111,Turkman,Ajrashgan,IT Park,Dasturchi,Oliy,29966235.0,admin,2024-02-02
2591,Jahongir,Yusupov,Rayhona,2002-09-27,Erkak,kostinpahom@ao.org,80286375875,Buxoro,"пер. Народный, д. 83 к. 196",AE4593615,66073879777823,Rus,Turmush qurgan,Agrobank,O‘qituvchi,O‘rta maxsus,13827544.0,oddiy,2024-04-26
2592,Rayhona,Turaeva,Gulbahor,1961-07-30,Ayol,ponomarevaanastasija@zao.info,+7 082 620 8427,Jizzax,"наб. 9 мая, д. 7/4",AC7782707,13113603194419,Rus,Uylanmagan,UZTELECOM,Marketolog,Magistr,21568231.0,premium,2021-08-31
2593,Ziyoda,Xudoyberdiyeva,Baxtiyor,1966-06-18,Ayol,feoktist_1990@ip.com,8 363 764 6957,Samarqand,"бул. Черноморский, д. 5 стр. 6",AC9663642,20775191868202,Turkman,,IT Park,Marketolog,Magistr,9391295.0,admin,2023-07-03
2594,Zulfiya,Raximova,Gulbahor,1970-08-03,Ayol,bknjazev@yandex.ru,8 360 702 9866,Andijon,"ул. Тенистая, д. 45",AD1040677,75132771755777,O'zbek,Ajrashgan,O‘zbekiston Temir Yo‘llari,Dasturchi,O‘rta maxsus,,oddiy,2020-07-10
2595,,Yusupov,Zafar,1987-03-22,Erkak,panfilovavarvara@yahoo.com,+7 (427) 924-5980,Andijon,"пер. Щербакова, д. 170 к. 8/8",AE9806541,69549098715398,Qozoq,Ajrashgan,EPAM,O‘qituvchi,,5007537.0,,2021-09-06
2596,,Nazarova,Islom,1990-08-13,Ayol,antonin93@npo.org,+7 (001) 781-12-68,Andijon,"ш. Коммунаров, д. 3/7 к. 2/2",AC1783668,92649854502942,Qirg'iz,Uylanmagan,Ucell,Hisobchi,O‘rta maxsus,6152105.0,admin,2024-03-25
2597,Aziza,Aliyeva,Aziz,1966-03-19,Ayol,ribakovagalina@udmurtneft.org,,Navoiy,"наб. Дорожников, д. 9/1 к. 3/6",AC5483211,46092974806377,O'zbek,Uylanmagan,,Operator,Magistr,5966945.0,admin,2020-08-08
2598,Shahnoza,Karimova,Jahongir,1998-11-12,Ayol,jakov1971@yandex.ru,+7 659 496 39 32,Andijon,"пр. Беляева, д. 7 стр. 5/5",AC9627443,31422229962084,Turkman,Turmush qurgan,Ucell,Direktor,Bakalavr,3845741.0,admin,2025-06-14
2599,Behruz,Karimov,,1959-10-30,Erkak,kondrat07@hotmail.com,8 999 053 03 97,Toshkent,"алл. Карла Маркса, д. 427",AB8515213,19955475496822,Qirg'iz,Turmush qurgan,Beeline,Operator,Bakalavr,21373764.0,admin,2021-08-10
2600,,Mamadaliyeva,Madina,1993-08-27,Ayol,bsisoev@ao.biz,,Termiz,"ш. Водников, д. 22 к. 67",AD8562154,70675840432996,Tojik,Ajrashgan,UZTELECOM,Hisobchi,O‘rta maxsus,3955735.0,,2025-05-09
2601,Zulfiya,Turaeva,Rayhona,1968-10-25,Ayol,martinovjaroslav@ao.biz,8 (581) 620-0443,Jizzax,"бул. Пограничный, д. 119 стр. 1/5",AC5220596,93492964221587,Qozoq,,O‘zbekiston Temir Yo‘llari,Direktor,Oliy,15547919.0,premium,2025-05-08
2602,Rayhona,Ergasheva,,1998-06-01,Ayol,emil_47@zao.com,+7 (434) 721-70-16,Termiz,"наб. Победы, д. 62",AB4699684,19582221391045,Qirg'iz,Uylanmagan,Artel,Hisobchi,Oliy,,,2023-04-08
2603,Dilmurod,Karimov,Shahnoza,1999-01-04,,avgustkapustin@yahoo.com,,Samarqand,"ул. Речная, д. 20",AD2643242,33791827362671,Qirg'iz,Uylanmagan,UZTELECOM,Direktor,Oliy,6664705.0,oddiy,2021-09-24
2604,Zulfiya,Xudoyberdiyeva,Madina,2005-06-30,Ayol,leon_73@hotmail.com,+7 794 735 9970,Farg‘ona,"ул. Иркутская, д. 7",AC1234327,25145663682286,Qozoq,Ajrashgan,O‘zbekiston Temir Yo‘llari,,Magistr,7519194.0,premium,2025-08-25
2605,Dilmurod,Yusupov,Behruz,1977-03-09,,agap_2008@kulikova.info,8 790 273 3325,Andijon,"алл. Омская, д. 7 к. 9",AD9038543,35123144292434,Turkman,Turmush qurgan,Artel,O‘qituvchi,O‘rta maxsus,27530935.0,oddiy,2025-07-19
2606,Zulfiya,Ergasheva,Jahongir,1958-05-13,Ayol,timofe83@yaguar.biz,+73050621934,Termiz,"пр. Металлистов, д. 2/9 стр. 8",,41801432601892,Qirg'iz,Turmush qurgan,Agrobank,Marketolog,Oliy,25767705.0,oddiy,2020-11-15
2607,Jasur,Xudoyberdiyev,Baxtiyor,1962-06-02,Erkak,radovanmarkov@gmail.com,80263580945,Navoiy,"наб. Королева, д. 7",AC1535596,59424741999462,Qozoq,Ajrashgan,IT Park,Direktor,Oliy,3454756.0,admin,2023-07-03
2608,Oybek,Yusupov,,2001-05-24,Erkak,maksim36@rambler.ru,8 (886) 531-9657,Namangan,"наб. Машиностроителей, д. 6/8 стр. 8",AB4693921,50603081001058,Tojik,Uylanmagan,Artel,Marketolog,O‘rta maxsus,22842172.0,,2023-11-23
2609,Jahongir,Karimov,Aziz,1982-05-09,Erkak,raisa68@rambler.ru,8 042 136 2684,Andijon,"бул. Блюхера, д. 7",AC2209594,72936457306392,Rus,Turmush qurgan,Yandex,Marketolog,Magistr,23545927.0,premium,2022-10-17
2610,Aziza,Nazarova,Jasur,1957-08-15,Ayol,evdokim_31@oao.biz,8 476 454 5410,Termiz,"алл. Демьяна Бедного, д. 6 к. 4/9",AE3601167,95020220314361,O'zbek,Uylanmagan,UZTELECOM,Operator,O‘rta maxsus,6939823.0,admin,2023-12-19
2611,Gulbahor,Nazarova,Baxtiyor,1956-01-24,Ayol,orlovaelena@zao.ru,+77955283153,Samarqand,"ул. Набережная, д. 3/1",AA1754796,60451690885593,Qirg'iz,Ajrashgan,Artel,Marketolog,O‘rta maxsus,25162077.0,premium,2024-02-16
2612,Sherzod,Turaev,Sherzod,1962-09-16,Erkak,selivan_1980@gmail.com,81676443503,Jizzax,"алл. Циолковского, д. 91 к. 386",AD3836967,94907181125228,Tojik,Uylanmagan,Artel,Dasturchi,Magistr,3654821.0,premium,2024-03-12
2613,Aziza,Ergasheva,Zafar,1961-03-09,Ayol,abramovlavr@gmail.com,8 (953) 022-7857,,"ш. Кооперативное, д. 7",AF3954225,88677936465134,Turkman,Turmush qurgan,Artel,Direktor,O‘rta maxsus,29773785.0,premium,2024-03-29
2614,,Xudoyberdiyev,Baxtiyor,1964-03-07,Erkak,molchanovmartin@gmail.com,+72163722242,Termiz,"ул. Полтавская, д. 80 стр. 7",AB4398409,80805975452431,Qozoq,Uylanmagan,Yandex,Dasturchi,O‘rta maxsus,8161835.0,oddiy,2024-04-24
2615,Islom,Nazarov,Zafar,2006-02-09,Erkak,stanimir2024@yahoo.com,8 (031) 121-8746,Jizzax,,AB1321702,47929320729142,Tojik,,UZTELECOM,Muhandis,Oliy,26204904.0,premium,2025-08-21
2616,Islom,Karimov,Islom,1989-07-26,Erkak,maksimiljanmorozov@hotmail.com,8 152 865 30 07,Andijon,"бул. Дачный, д. 78 к. 69",AA1964215,28264243173660,Rus,Uylanmagan,IT Park,,Bakalavr,27087241.0,oddiy,
2617,Shahnoza,Xudoyberdiyeva,Behruz,1985-02-26,Ayol,nikita58@gmail.com,87199651330,Navoiy,"пр. Больничный, д. 4 к. 74",,96212138703820,Tojik,Uylanmagan,Yandex,Hisobchi,,5676694.0,oddiy,2021-11-26
2618,Zulfiya,Turaeva,Baxtiyor,,Ayol,shashkovavtonom@zao.biz,+7 631 872 8343,Buxoro,"алл. Иркутская, д. 2 стр. 8/6",AB2078816,96367409997965,Rus,Ajrashgan,UZTELECOM,Menejer,Oliy,23541148.0,oddiy,2025-06-02
2619,Ziyoda,Mamadaliyeva,Baxtiyor,1982-12-28,,shashkovevstigne@ooo.ru,+7 (126) 604-13-90,Navoiy,"бул. Воровского, д. 7 к. 41",AA8050288,47688525422678,Rus,Uylanmagan,,Dasturchi,Oliy,17311153.0,admin,2022-08-20
2620,Behruz,Nazarov,Aziza,1966-05-30,,arhipovkliment@npo.net,+7 431 004 07 76,Navoiy,"бул. Ростовский, д. 790",AB7489608,44897660445373,Tojik,Turmush qurgan,NBU,Hisobchi,Oliy,22798416.0,premium,2022-02-28
2621,Islom,Raximov,Gulbahor,1973-12-18,Erkak,galaktion_47@zao.ru,87455652974,Farg‘ona,"алл. Ростовская, д. 18",AE4472099,71922223611114,Qozoq,Turmush qurgan,Agrobank,Muhandis,O‘rta maxsus,14478235.0,admin,2024-10-19
2622,Behruz,Karimov,,2006-05-24,Erkak,grigorevvelimir@ao.org,+7 (882) 994-2104,Jizzax,"наб. Степная, д. 5/3",AF5308650,47760861309962,Turkman,Ajrashgan,EPAM,O‘qituvchi,Oliy,19835771.0,premium,2025-09-08
2623,Dilmurod,Nazarov,Islom,2006-09-01,Erkak,ljubim1972@yahoo.com,8 (631) 940-60-82,Xiva,"пер. Средний, д. 8 к. 4/9",AB4058484,15924500555261,Rus,Turmush qurgan,Ucell,Marketolog,O‘rta maxsus,27887883.0,oddiy,2024-12-01
2624,Behruz,Karimov,Madina,1985-04-13,Erkak,mstislav63@obedinennaja.net,+7 (124) 970-0525,Jizzax,,AB3246289,67075022982641,Qozoq,Turmush qurgan,EPAM,Direktor,Oliy,9785547.0,oddiy,2025-05-19
2625,Baxtiyor,,Islom,1998-10-22,Erkak,ekaterina_73@gmail.com,+7 210 253 2374,Buxoro,"ш. Кленовое, д. 4 стр. 9/5",AC9296390,97864688943534,Qirg'iz,,Artel,Hisobchi,Oliy,17531989.0,oddiy,2024-09-03
2626,Sherzod,Xudoyberdiyev,Aziz,2000-03-18,Erkak,,8 (717) 990-23-47,Toshkent,"наб. Зои Космодемьянской, д. 23 стр. 167",AA7756535,,Turkman,Turmush qurgan,Agrobank,Operator,Magistr,6388137.0,oddiy,2021-12-07
2627,Shahnoza,Nazarova,Malika,1967-12-31,Ayol,,+7 390 634 48 26,Termiz,"алл. Островского, д. 73 к. 966",AB8887044,66088800177337,Qirg'iz,,UZTELECOM,Menejer,O‘rta maxsus,15849907.0,premium,2021-07-15
2628,Nilufar,Turaeva,Gulbahor,2005-11-27,Ayol,vladimirovjuli@ip.edu,+72024131388,Buxoro,"ул. Черемуховая, д. 812 к. 8/9",AF4094507,55271956934159,O'zbek,Ajrashgan,NBU,Dasturchi,Bakalavr,29472948.0,oddiy,2024-11-18
2629,Islom,Yusupov,Dilmurod,1968-12-21,Erkak,hohlovefim@npo.biz,+7 (455) 998-65-22,Xiva,"ул. Владимирская, д. 43",AA2672894,29320062071368,Turkman,Uylanmagan,IT Park,Marketolog,Magistr,27951779.0,admin,2021-02-28
2630,Zafar,Karimov,Aziza,1973-08-31,Erkak,knjazevvseslav@mail.ru,+7 (896) 179-45-31,Samarqand,,AF7472776,18506574057238,Rus,Ajrashgan,O‘zbekiston Temir Yo‘llari,Dasturchi,O‘rta maxsus,17539577.0,premium,2021-02-03
2631,Zulfiya,Saidova,Baxtiyor,1981-03-13,Ayol,evstafi_92@ip.biz,+7 (454) 229-3420,Namangan,"бул. Революционный, д. 3 к. 8/5",AE3707239,83079619280075,Qozoq,Ajrashgan,Yandex,,Oliy,23840699.0,admin,2025-04-27
2632,Islom,Yusupov,Nilufar,1975-04-28,Erkak,lavrentevhristofor@oao.net,+7 (904) 399-55-88,Samarqand,"ул. Ленинградская, д. 5/3",AE8100981,47406478734347,Tojik,Turmush qurgan,,Operator,O‘rta maxsus,28568184.0,premium,2022-07-26
2633,Dilmurod,Ergashev,Gulbahor,1987-05-12,Erkak,sshestakova@npo.edu,+7 (887) 692-9297,Jizzax,"пр. Сосновый, д. 862 к. 97",AC6469055,67050967282530,Turkman,Ajrashgan,Agrobank,Operator,O‘rta maxsus,16764835.0,oddiy,2023-01-09
2634,Behruz,Nazarov,Oybek,1969-10-19,Erkak,dobroslav_26@gmail.com,+76468460151,Navoiy,"пер. Ушакова, д. 8 к. 73",AF1921442,96459309320788,Rus,Uylanmagan,Beeline,Dasturchi,Bakalavr,17871633.0,admin,2025-03-12
2635,Nilufar,Yusupova,Rayhona,1984-08-04,Ayol,anisim_1975@oao.com,8 (513) 252-0907,Navoiy,"пер. Карьерный, д. 1 к. 546",AF5302966,21101161777740,Tojik,Uylanmagan,,Hisobchi,Oliy,16188112.0,admin,2023-04-15
2636,Oybek,Xudoyberdiyev,Aziza,,Erkak,gremislav63@rao.info,8 433 616 8169,Farg‘ona,"алл. Крупской, д. 6 к. 824",AB1778850,14013924731423,Turkman,Turmush qurgan,Agrobank,Hisobchi,Bakalavr,25279077.0,premium,2022-09-01
2637,Gulbahor,Raximova,Baxtiyor,1997-12-24,Ayol,nazarovakim@rambler.ru,8 566 742 8531,,"наб. Марта 8, д. 4",AB6383820,18264063298345,Turkman,Ajrashgan,UZTELECOM,O‘qituvchi,Oliy,26177885.0,admin,2022-11-11
2638,Oybek,Xudoyberdiyev,Sherzod,1995-12-07,Erkak,teterinparamon@hotmail.com,8 (611) 347-90-30,Toshkent,"пер. Водников, д. 3/8",AB1551562,84483343866526,Rus,Ajrashgan,,Muhandis,O‘rta maxsus,14335301.0,premium,2024-02-14
2639,Dilnoza,Raximova,,1976-02-21,Ayol,gorbunovairaida@yandex.ru,+7 587 258 9590,Farg‘ona,"пер. Набережный, д. 4",AE6307425,84972185203405,Tojik,Turmush qurgan,NBU,O‘qituvchi,Magistr,29127483.0,oddiy,
2640,Nilufar,Ergasheva,Gulbahor,2007-07-29,Ayol,vorobevnikanor@yahoo.com,+7 094 089 30 48,Xiva,"пер. Логовой, д. 894 стр. 8/9",AD2199386,63758238287272,Rus,Uylanmagan,Agrobank,Direktor,Oliy,18930196.0,admin,2023-03-02
2641,Islom,Nazarov,Nilufar,1960-08-23,Erkak,pantelemon_91@yahoo.com,+7 (166) 840-88-55,Samarqand,"наб. Вишневая, д. 826 стр. 98",AD8345215,22731122715992,Qirg'iz,Turmush qurgan,IT Park,Hisobchi,Oliy,12426761.0,admin,2020-06-24
2642,Oybek,Raximov,Zafar,1992-09-11,Erkak,suhanovorest@voronov.org,+74632273610,Buxoro,"пр. Совхозный, д. 2 к. 932",AA8403566,75641781239118,Rus,Uylanmagan,IT Park,Dasturchi,Bakalavr,23060657.0,premium,2022-12-06
2643,Baxtiyor,Turaev,Nilufar,1976-12-20,Erkak,,+7 601 813 0944,,"ул. Клары Цеткин, д. 265",AF8229540,13792398076082,Rus,Uylanmagan,Artel,Menejer,O‘rta maxsus,12646845.0,admin,2020-09-11
2644,Gulbahor,Yusupova,Jasur,1967-11-19,Ayol,svjatopolk08@aptechnaja.net,+7 (231) 583-5138,Toshkent,"ул. Р.Люксембург, д. 5/6 к. 2/2",AE5655533,35214602395552,O'zbek,Turmush qurgan,Beeline,Direktor,Magistr,21272762.0,oddiy,2023-02-20
2645,Aziz,Mamadaliyev,Aziz,1959-10-14,Erkak,wpavlova@yandex.ru,89076973427,Toshkent,"ш. 50 лет Октября, д. 94 стр. 8/3",AB1527262,79573952581301,O'zbek,Turmush qurgan,IT Park,O‘qituvchi,Magistr,24142985.0,admin,2023-10-13
2646,Jasur,Mamadaliyev,Aziza,1989-10-22,,ivan_1973@sibur.org,8 (371) 242-40-31,Namangan,"ул. Боровая, д. 719",AC7215906,42215797711153,Qirg'iz,Uylanmagan,Artel,O‘qituvchi,Oliy,3910376.0,,2024-05-30
2647,Zulfiya,Mamadaliyeva,Ziyoda,1959-03-14,,dobromislaleksandrov@yandex.ru,8 678 107 7543,Navoiy,"бул. Культуры, д. 386 стр. 63",AE5718503,46389798120061,Qirg'iz,Turmush qurgan,Yandex,Muhandis,Oliy,6543604.0,premium,
2648,Zafar,Xudoyberdiyev,Nilufar,1978-02-05,Erkak,fedoseevnikodim@yandex.ru,+7 232 359 8148,Farg‘ona,"пер. Чапаева, д. 626 к. 20",AF4889978,80777421390344,Turkman,Ajrashgan,Artel,Muhandis,Bakalavr,20502508.0,premium,2021-10-07
2649,Madina,Yusupova,Jasur,1976-07-05,Ayol,golubevgerman@pavlova.com,,Navoiy,"наб. Лесная, д. 1/7 стр. 17",AC2644016,75173330108252,Rus,Ajrashgan,Ucell,Direktor,Magistr,23007443.0,oddiy,2022-06-16
